idx,sentence,followup,stype,ftype,OP1,OP1_type,OP2,OP2_type,ambiguity,question_type
63,each cat lifted the pair of gloves. The answer to the question: How many gloves were lifted? is,one gloves,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
63,each cat lifted the pair of gloves. The answer to the question: How many gloves were lifted? is,many gloves,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
64,every elephant spotted the table. The answer to the question: How many tables were spotted? is,one table,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
64,every elephant spotted the table. The answer to the question: How many tables were spotted? is,many tables,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
65,every dog grabbed the fish. The answer to the question: How many fishs were grabbed? is,one fish,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
65,every dog grabbed the fish. The answer to the question: How many fishs were grabbed? is,many fishs,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
66,every elephant picked up the hat. The answer to the question: How many hats were picked_up? is,one hat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
66,every elephant picked up the hat. The answer to the question: How many hats were picked_up? is,many hats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
67,every boy spotted the cat. The answer to the question: How many cats were spotted? is,one cat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
67,every boy spotted the cat. The answer to the question: How many cats were spotted? is,many cats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
68,each elephant held a set of pyjamas. The answer to the question: How many pyjamas were held? is,one pyjamas,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
68,each elephant held a set of pyjamas. The answer to the question: How many pyjamas were held? is,many pyjamas,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
69,each woman grabbed the pair of pants. The answer to the question: How many pants were grabbed? is,one pants,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
69,each woman grabbed the pair of pants. The answer to the question: How many pants were grabbed? is,many pants,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
70,each cat held the rock. The answer to the question: How many rocks were held? is,one rock,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
70,each cat held the rock. The answer to the question: How many rocks were held? is,many rocks,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
71,every boy picked up the telescope. The answer to the question: How many telescopes were picked_up? is,one telescope,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
71,every boy picked up the telescope. The answer to the question: How many telescopes were picked_up? is,many telescopes,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
72,each girl grabbed the fish. The answer to the question: How many fishs were grabbed? is,one fish,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
72,each girl grabbed the fish. The answer to the question: How many fishs were grabbed? is,many fishs,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
73,each man held the pair of binoculars. The answer to the question: How many binoculars were held? is,one binoculars,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
73,each man held the pair of binoculars. The answer to the question: How many binoculars were held? is,many binoculars,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
74,every bird observed the telescope. The answer to the question: How many telescopes were observed? is,one telescope,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
74,every bird observed the telescope. The answer to the question: How many telescopes were observed? is,many telescopes,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
75,every cow picked up the pair of mittens. The answer to the question: How many mittens were picked_up? is,one mittens,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
75,every cow picked up the pair of mittens. The answer to the question: How many mittens were picked_up? is,many mittens,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
76,every cow held the pair of pants. The answer to the question: How many pants were held? is,one pants,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
76,every cow held the pair of pants. The answer to the question: How many pants were held? is,many pants,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
77,every fish observed the woman. The answer to the question: How many womans were observed? is,one woman,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
77,every fish observed the woman. The answer to the question: How many womans were observed? is,many womans,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
78,every elephant held the pair of pants. The answer to the question: How many pants were held? is,one pants,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
78,every elephant held the pair of pants. The answer to the question: How many pants were held? is,many pants,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
79,each man observed the girl. The answer to the question: How many girls were observed? is,one girl,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
79,each man observed the girl. The answer to the question: How many girls were observed? is,many girls,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
80,each fish picked up a set of pyjamas. The answer to the question: How many pyjamas were picked_up? is,one pyjamas,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
80,each fish picked up a set of pyjamas. The answer to the question: How many pyjamas were picked_up? is,many pyjamas,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
81,each girl grabbed the pair of binoculars. The answer to the question: How many binoculars were grabbed? is,one binoculars,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
81,each girl grabbed the pair of binoculars. The answer to the question: How many binoculars were grabbed? is,many binoculars,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
82,every cow spied the pair of ovenmitts. The answer to the question: How many ovenmitts were spied? is,one ovenmitts,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
82,every cow spied the pair of ovenmitts. The answer to the question: How many ovenmitts were spied? is,many ovenmitts,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
83,each elephant spied the pair of binoculars. The answer to the question: How many binoculars were spied? is,one binoculars,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
83,each elephant spied the pair of binoculars. The answer to the question: How many binoculars were spied? is,many binoculars,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
84,each cow spotted the man. The answer to the question: How many mans were spotted? is,one man,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
84,each cow spotted the man. The answer to the question: How many mans were spotted? is,many mans,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
85,every dog picked up the telescope. The answer to the question: How many telescopes were picked_up? is,one telescope,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
85,every dog picked up the telescope. The answer to the question: How many telescopes were picked_up? is,many telescopes,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
86,every elephant grabbed the hat. The answer to the question: How many hats were grabbed? is,one hat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
86,every elephant grabbed the hat. The answer to the question: How many hats were grabbed? is,many hats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
87,every cat saw the sweater. The answer to the question: How many sweaters were saw? is,one sweater,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
87,every cat saw the sweater. The answer to the question: How many sweaters were saw? is,many sweaters,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
88,every girl observed the dog. The answer to the question: How many dogs were observed? is,one dog,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
88,every girl observed the dog. The answer to the question: How many dogs were observed? is,many dogs,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
89,every girl observed the bird. The answer to the question: How many birds were observed? is,one bird,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
89,every girl observed the bird. The answer to the question: How many birds were observed? is,many birds,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
90,every girl observed the pair of binoculars. The answer to the question: How many binoculars were observed? is,one binoculars,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
90,every girl observed the pair of binoculars. The answer to the question: How many binoculars were observed? is,many binoculars,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
91,each elephant spotted the pair of gloves. The answer to the question: How many gloves were spotted? is,one gloves,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
91,each elephant spotted the pair of gloves. The answer to the question: How many gloves were spotted? is,many gloves,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
92,every girl spied the bird. The answer to the question: How many birds were spied? is,one bird,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
92,every girl spied the bird. The answer to the question: How many birds were spied? is,many birds,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
93,each woman spotted the girl. The answer to the question: How many girls were spotted? is,one girl,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
93,each woman spotted the girl. The answer to the question: How many girls were spotted? is,many girls,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
94,each dog grabbed the crayon. The answer to the question: How many crayons were grabbed? is,one crayon,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
94,each dog grabbed the crayon. The answer to the question: How many crayons were grabbed? is,many crayons,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
95,every cat lifted the girl. The answer to the question: How many girls were lifted? is,one girl,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
95,every cat lifted the girl. The answer to the question: How many girls were lifted? is,many girls,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
96,every girl grabbed the cup. The answer to the question: How many cups were grabbed? is,one cup,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
96,every girl grabbed the cup. The answer to the question: How many cups were grabbed? is,many cups,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
97,every dog saw the rock. The answer to the question: How many rocks were saw? is,one rock,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
97,every dog saw the rock. The answer to the question: How many rocks were saw? is,many rocks,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
98,every dog spotted the pair of pants. The answer to the question: How many pants were spotted? is,one pants,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
98,every dog spotted the pair of pants. The answer to the question: How many pants were spotted? is,many pants,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
99,every fish lifted the pair of pants. The answer to the question: How many pants were lifted? is,one pants,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
99,every fish lifted the pair of pants. The answer to the question: How many pants were lifted? is,many pants,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
100,each woman grabbed the book. The answer to the question: How many books were grabbed? is,one book,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
100,each woman grabbed the book. The answer to the question: How many books were grabbed? is,many books,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
101,each fish picked up the pair of pants. The answer to the question: How many pants were picked_up? is,one pants,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
101,each fish picked up the pair of pants. The answer to the question: How many pants were picked_up? is,many pants,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
102,each cat picked up the elephant. The answer to the question: How many elephants were picked_up? is,one elephant,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
102,each cat picked up the elephant. The answer to the question: How many elephants were picked_up? is,many elephants,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
103,each fish grabbed the pair of binoculars. The answer to the question: How many binoculars were grabbed? is,one binoculars,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
103,each fish grabbed the pair of binoculars. The answer to the question: How many binoculars were grabbed? is,many binoculars,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
104,every dog spotted the boy. The answer to the question: How many boys were spotted? is,one boy,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
104,every dog spotted the boy. The answer to the question: How many boys were spotted? is,many boys,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
105,each boy spied the hat. The answer to the question: How many hats were spied? is,one hat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
105,each boy spied the hat. The answer to the question: How many hats were spied? is,many hats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
106,every elephant picked up the cup. The answer to the question: How many cups were picked_up? is,one cup,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
106,every elephant picked up the cup. The answer to the question: How many cups were picked_up? is,many cups,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
107,every girl held the table. The answer to the question: How many tables were held? is,one table,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
107,every girl held the table. The answer to the question: How many tables were held? is,many tables,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
108,each bird picked up the crayon. The answer to the question: How many crayons were picked_up? is,one crayon,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
108,each bird picked up the crayon. The answer to the question: How many crayons were picked_up? is,many crayons,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
109,each dog spied the girl. The answer to the question: How many girls were spied? is,one girl,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
109,each dog spied the girl. The answer to the question: How many girls were spied? is,many girls,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
110,every boy spied the cup. The answer to the question: How many cups were spied? is,one cup,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
110,every boy spied the cup. The answer to the question: How many cups were spied? is,many cups,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
111,each man lifted the hat. The answer to the question: How many hats were lifted? is,one hat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
111,each man lifted the hat. The answer to the question: How many hats were lifted? is,many hats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
112,every fish observed the hat. The answer to the question: How many hats were observed? is,one hat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
112,every fish observed the hat. The answer to the question: How many hats were observed? is,many hats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
113,every woman spied the pair of mittens. The answer to the question: How many mittens were spied? is,one mittens,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
113,every woman spied the pair of mittens. The answer to the question: How many mittens were spied? is,many mittens,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
114,every bird observed the cat. The answer to the question: How many cats were observed? is,one cat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
114,every bird observed the cat. The answer to the question: How many cats were observed? is,many cats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
115,every cow saw the boy. The answer to the question: How many boys were saw? is,one boy,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
115,every cow saw the boy. The answer to the question: How many boys were saw? is,many boys,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
116,every woman lifted the book. The answer to the question: How many books were lifted? is,one book,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
116,every woman lifted the book. The answer to the question: How many books were lifted? is,many books,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
117,each fish observed the spyglass. The answer to the question: How many spyglass were observed? is,one spyglass,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
117,each fish observed the spyglass. The answer to the question: How many spyglass were observed? is,many spyglass,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
118,each elephant lifted the pair of ovenmitts. The answer to the question: How many ovenmitts were lifted? is,one ovenmitts,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
118,each elephant lifted the pair of ovenmitts. The answer to the question: How many ovenmitts were lifted? is,many ovenmitts,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
119,each man saw the pair of ovenmitts. The answer to the question: How many ovenmitts were saw? is,one ovenmitts,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
119,each man saw the pair of ovenmitts. The answer to the question: How many ovenmitts were saw? is,many ovenmitts,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
120,each elephant grabbed a set of pyjamas. The answer to the question: How many pyjamas were grabbed? is,one pyjamas,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
120,each elephant grabbed a set of pyjamas. The answer to the question: How many pyjamas were grabbed? is,many pyjamas,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
121,every bird grabbed the hat. The answer to the question: How many hats were grabbed? is,one hat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
121,every bird grabbed the hat. The answer to the question: How many hats were grabbed? is,many hats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
122,every cat held the book. The answer to the question: How many books were held? is,one book,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
122,every cat held the book. The answer to the question: How many books were held? is,many books,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
123,each man held the fish. The answer to the question: How many fishs were held? is,one fish,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
123,each man held the fish. The answer to the question: How many fishs were held? is,many fishs,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
124,each man lifted the fish. The answer to the question: How many fishs were lifted? is,one fish,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
124,each man lifted the fish. The answer to the question: How many fishs were lifted? is,many fishs,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
125,every woman grabbed the pair of ovenmitts. The answer to the question: How many ovenmitts were grabbed? is,one ovenmitts,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
125,every woman grabbed the pair of ovenmitts. The answer to the question: How many ovenmitts were grabbed? is,many ovenmitts,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
126,every cat spied the boy. The answer to the question: How many boys were spied? is,one boy,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
126,every cat spied the boy. The answer to the question: How many boys were spied? is,many boys,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
127,each boy observed the book. The answer to the question: How many books were observed? is,one book,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
127,each boy observed the book. The answer to the question: How many books were observed? is,many books,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
128,every girl grabbed the pair of gloves. The answer to the question: How many gloves were grabbed? is,one gloves,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
128,every girl grabbed the pair of gloves. The answer to the question: How many gloves were grabbed? is,many gloves,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
129,every woman spied the pair of gloves. The answer to the question: How many gloves were spied? is,one gloves,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
129,every woman spied the pair of gloves. The answer to the question: How many gloves were spied? is,many gloves,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
130,every man spied the sweater. The answer to the question: How many sweaters were spied? is,one sweater,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
130,every man spied the sweater. The answer to the question: How many sweaters were spied? is,many sweaters,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
131,each man lifted the elephant. The answer to the question: How many elephants were lifted? is,one elephant,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
131,each man lifted the elephant. The answer to the question: How many elephants were lifted? is,many elephants,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
132,each cow observed the hat. The answer to the question: How many hats were observed? is,one hat,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
132,each cow observed the hat. The answer to the question: How many hats were observed? is,many hats,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
133,every elephant held the camera. The answer to the question: How many cameras were held? is,one camera,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
133,every elephant held the camera. The answer to the question: How many cameras were held? is,many cameras,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
134,each bird lifted the fish. The answer to the question: How many fishs were lifted? is,one fish,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
134,each bird lifted the fish. The answer to the question: How many fishs were lifted? is,many fishs,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
135,each elephant held the crayon. The answer to the question: How many crayons were held? is,one crayon,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
135,each elephant held the crayon. The answer to the question: How many crayons were held? is,many crayons,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
136,each elephant lifted the telescope. The answer to the question: How many telescopes were lifted? is,one telescope,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
136,each elephant lifted the telescope. The answer to the question: How many telescopes were lifted? is,many telescopes,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
137,each fish grabbed the man. The answer to the question: How many mans were grabbed? is,one man,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
137,each fish grabbed the man. The answer to the question: How many mans were grabbed? is,many mans,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
138,every boy observed the fish. The answer to the question: How many fishs were observed? is,one fish,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
138,every boy observed the fish. The answer to the question: How many fishs were observed? is,many fishs,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
139,each cat observed the dog. The answer to the question: How many dogs were observed? is,one dog,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
139,each cat observed the dog. The answer to the question: How many dogs were observed? is,many dogs,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
140,every cat observed the woman. The answer to the question: How many womans were observed? is,one woman,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
140,every cat observed the woman. The answer to the question: How many womans were observed? is,many womans,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
141,each man saw the cup. The answer to the question: How many cups were saw? is,one cup,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
141,each man saw the cup. The answer to the question: How many cups were saw? is,many cups,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
142,every man lifted the pair of mittens. The answer to the question: How many mittens were lifted? is,one mittens,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
142,every man lifted the pair of mittens. The answer to the question: How many mittens were lifted? is,many mittens,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
143,each dog held the rock. The answer to the question: How many rocks were held? is,one rock,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,scope
