idx,sentence,followup,stype,ftype,OP1,OP1_type,OP2,OP2_type,ambiguity,question_type
1,the man left and drew or napped. The answer to the question: What did the man do? is,The man either left and drew or napped,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
1,the man left and drew or napped. The answer to the question: What did the man do? is,The man left and then either drew or napped,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
2,the man slept and played or left. The answer to the question: What did the man do? is,The man either slept and played or left,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
2,the man slept and played or left. The answer to the question: What did the man do? is,The man slept and then either played or left,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
3,the dog drank and played or slept. The answer to the question: What did the dog do? is,The dog either drank and played or slept,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
3,the dog drank and played or slept. The answer to the question: What did the dog do? is,The dog drank and then either played or slept,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
4,the man ate and drew or napped. The answer to the question: What did the man do? is,The man either ate and drew or napped,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
4,the man ate and drew or napped. The answer to the question: What did the man do? is,The man ate and then either drew or napped,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
5,the girl walked and moved or ate. The answer to the question: What did the girl do? is,The girl either walked and moved or ate,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
5,the girl walked and moved or ate. The answer to the question: What did the girl do? is,The girl walked and then either moved or ate,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
6,the woman played or left and ate. The answer to the question: What did the woman do? is,The woman either played and left or ate,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
6,the woman played or left and ate. The answer to the question: What did the woman do? is,The woman played and then either left or ate,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
7,the elephant drank or played and walked. The answer to the question: What did the elephant do? is,The elephant either drank and played or walked,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
7,the elephant drank or played and walked. The answer to the question: What did the elephant do? is,The elephant drank and then either played or walked,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
8,the girl slept and played or walked. The answer to the question: What did the girl do? is,The girl either slept and played or walked,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
8,the girl slept and played or walked. The answer to the question: What did the girl do? is,The girl slept and then either played or walked,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
9,the woman moved and slept or ate. The answer to the question: What did the woman do? is,The woman either moved and slept or ate,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
9,the woman moved and slept or ate. The answer to the question: What did the woman do? is,The woman moved and then either slept or ate,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
10,the girl slept and ate or napped. The answer to the question: What did the girl do? is,The girl either slept and ate or napped,S,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
10,the girl slept and ate or napped. The answer to the question: What did the girl do? is,The girl slept and then either ate or napped,S,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,ambi,conj
1,the man left. then the man drew or napped. The answer to the question: What did the man do? is,the man left and then either drew or napped,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
1,the man left. then the man drew or napped. The answer to the question: What did the man do? is,the man either left and drew or napped,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
2,the man slept. then the man played or left. The answer to the question: What did the man do? is,the man slept and then either played or left,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
2,the man slept. then the man played or left. The answer to the question: What did the man do? is,the man either slept and played or left,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
3,the dog drank. then the dog played or slept. The answer to the question: What did the dog do? is,the dog drank and then either played or slept,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
3,the dog drank. then the dog played or slept. The answer to the question: What did the dog do? is,the dog either drank and played or slept,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
4,the man ate. then the man drew or napped. The answer to the question: What did the man do? is,the man ate and then either drew or napped,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
4,the man ate. then the man drew or napped. The answer to the question: What did the man do? is,the man either ate and drew or napped,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
5,the girl walked. then the girl moved or ate. The answer to the question: What did the girl do? is,the girl walked and then either moved or ate,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
5,the girl walked. then the girl moved or ate. The answer to the question: What did the girl do? is,the girl either walked and moved or ate,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
6,the woman played or left and ate. The answer to the question: What did the woman do? is,the woman played and then either left or ate,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
6,the woman played or left and ate. The answer to the question: What did the woman do? is,the woman either played and left or ate,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
7,the elephant drank or played and walked. The answer to the question: What did the elephant do? is,the elephant drank and then either played or walked,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
7,the elephant drank or played and walked. The answer to the question: What did the elephant do? is,the elephant either drank and played or walked,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
8,the girl slept. then the girl played or walked. The answer to the question: What did the girl do? is,the girl slept and then either played or walked,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
8,the girl slept. then the girl played or walked. The answer to the question: What did the girl do? is,the girl either slept and played or walked,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
9,the woman moved. then the woman slept or ate. The answer to the question: What did the woman do? is,the woman moved and then either slept or ate,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
9,the woman moved. then the woman slept or ate. The answer to the question: What did the woman do? is,the woman either moved and slept or ate,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
10,the girl slept. then the girl ate or napped. The answer to the question: What did the girl do? is,the girl slept and then either ate or napped,Sc,F1,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
10,the girl slept. then the girl ate or napped. The answer to the question: What did the girl do? is,the girl either slept and ate or napped,Sc,F2,NA_CONTROL,NA_CONTROL,NA_CONTROL,NA_CONTROL,unambi,conj
